run_id,skew,row_bytes,cores,exec_mem,partitions,aqe,codec,rep,wall_seconds,actual_size_skew,actual_time_skew,agg_fallback_all,agg_fallback_hot,agg_fallback_reduce,agg_fallback_reduce_total,agg_op,aqe_read_coalesced,aqe_read_skewed,aqe_split_detected,aqe_updates,avg_write_mbps,cgroup_write_mbps,cgroup_written_bytes,cpu_ms_total,delta_ctxt,delta_pgpgout_kb,delta_psi_cpu_some_us,delta_psi_io_full_us,delta_psi_mem_full_us,dim_keys,dim_mb_est,dim_row_bytes,dirty_bg_threshold_pages,dirty_threshold_pages,dropped_caches,error,extra_conf,fetch_wait_ms_total,gc_ms_max_task,gc_ms_total,has_peak_mem_metric,input,io_cap_applied,io_cap_mbps,label,n_reduce_tasks,n_samples,n_tasks_total,peak_dirty_kb,peak_exec_mem_max,peak_nr_dirty_pages,peak_procs_blocked,peak_writeback_kb,peak_writeback_pages,record_skew,reduce_stage_id,remote_to_disk_total,run_dir,run_ms_total,salt,shuffle_compress,skew_mode,smj_skew,spill_disk_all_stages,spill_disk_max_task,spill_disk_total,spill_mem_total,sr_bytes_max,sr_bytes_median,sr_records_max,sw_bytes_all_stages,tag,task_ms_max,task_ms_p50,task_ms_p90,task_ms_p99,task_ms_sum,total_written_bytes,vm_dirty_background_ratio,vm_dirty_ratio,workload
s11_byt32_rb256_c4_m1500m_p200_aqe0_join_none_rep2,32.0,256,4,1500m,200,False,lz4,2,18.287,31.43065900748787,52.803030303030305,,,,,,False,False,False,0,,,,16451,391677,1156,66086,3349333,2,10001,0.3,32,1586271,3176420,True,,,0,20,533,True,/data/spark-skew-data/skew32_rb256_p200_g4,,0,none,200,105,249,4433404,645987248,1108351,3,0,0,1.0,3,0,/home/ubuntu/spark-skew/results/s11/s11_byt32_rb256_c4_m1500m_p200_aqe0_join_none_rep2_2a4035,17143,0,True,byte,False,485250037,485250037,485250037,570424256,551425092,17544178.5,2384524,4046116967,s11,3485,66.0,86,354,18152,4531367004,10,20,join
s11_byt32_rb256_c4_m1500m_p200_aqe0_join_salt_salt_rep0,32.0,256,4,1500m,200,False,lz4,0,18.657,2.882356934892034,7.0,,,,,,False,False,False,0,,,,24027,390510,1156,64096,3382727,0,10001,0.3,32,1589053,3181991,True,,,0,12,473,True,/data/spark-skew-data/skew32_rb256_p200_g4,,0,salt,200,108,249,4104628,83951472,1026157,3,0,0,1.0,3,0,/home/ubuntu/spark-skew/results/s11/s11_byt32_rb256_c4_m1500m_p200_aqe0_join_salt_salt_rep0_480513,24656,16,True,byte,False,0,0,0,0,52940515,18367092.0,224869,4194744407,s11,728,104.0,191,647,25665,4194744407,10,20,join_salt
s11_byt32_rb256_c4_m1500m_p200_aqe0_join_salt_salt_rep1,32.0,256,4,1500m,200,False,lz4,1,18.706,2.882356934892034,6.561904761904762,,,,,,False,False,False,0,,,,24009,381252,1148,69921,3318548,1,10001,0.3,32,1589112,3182109,True,,,0,13,654,True,/data/spark-skew-data/skew32_rb256_p200_g4,,0,salt,200,107,249,4104696,83951472,1026174,2,32,8,1.0,3,0,/home/ubuntu/spark-skew/results/s11/s11_byt32_rb256_c4_m1500m_p200_aqe0_join_salt_salt_rep1_a31f92,24797,16,True,byte,False,0,0,0,0,52940515,18367092.0,224869,4194744407,s11,689,105.0,194,625,25890,4194744407,10,20,join_salt
s11_byt32_rb256_c4_m1500m_p200_aqe0_join_salt_salt_rep2,32.0,256,4,1500m,200,False,lz4,2,19.707,2.882356934892034,5.7317073170731705,,,,,,False,False,False,0,,,,25270,409552,1156,69726,3296693,0,10001,0.3,32,1590216,3184321,True,,,0,25,1536,True,/data/spark-skew-data/skew32_rb256_p200_g4,,0,salt,200,111,249,4104396,83951472,1026099,2,0,0,1.0,3,0,/home/ubuntu/spark-skew/results/s11/s11_byt32_rb256_c4_m1500m_p200_aqe0_join_salt_salt_rep2_2279ad,26922,16,True,byte,False,0,0,0,0,52940515,18367092.0,224869,4194744407,s11,705,123.0,205,636,28306,4194744407,10,20,join_salt
s11_byt32_rb256_c4_m1500m_p200_aqe1_join_aqe_rep0,32.0,256,4,1500m,200,True,lz4,0,15.103,1.2037445861034377,3.122994652406417,,,,,,False,True,True,4,,,,13901,389758,2058336,71479,3322877,0,10001,0.3,32,1591888,3187668,True,,,0,13,408,True,/data/spark-skew-data/skew32_rb256_p200_g4,,0,aqe,77,93,126,3648708,100728672,912177,3,13052,3263,1.0,5,0,/home/ubuntu/spark-skew/results/s11/s11_byt32_rb256_c4_m1500m_p200_aqe1_join_aqe_rep0_34b0ca,14502,0,True,byte,True,0,0,0,0,63560496,52802311,270972,4046116967,s11,584,187,210,566,14986,4046116967,10,20,join
s11_byt32_rb256_c4_m1500m_p200_aqe1_join_aqe_rep1,32.0,256,4,1500m,200,True,lz4,1,15.36,1.2037445861034377,2.8842105263157896,,,,,,False,True,True,4,,,,14208,381286,2060028,63483,3494617,0,10001,0.3,32,1593548,3190992,True,,,0,23,493,True,/data/spark-skew-data/skew32_rb256_p200_g4,,0,aqe,77,95,126,3648240,100728672,912060,2,16384,4096,1.0,5,0,/home/ubuntu/spark-skew/results/s11/s11_byt32_rb256_c4_m1500m_p200_aqe1_join_aqe_rep1_9449b1,14868,0,True,byte,True,0,0,0,0,63560496,52802311,270972,4046116967,s11,548,190,226,518,15397,4046116967,10,20,join
s11_byt32_rb256_c4_m1500m_p200_aqe1_join_aqe_rep2,32.0,256,4,1500m,200,True,lz4,2,15.257,1.2037445861034377,3.148936170212766,,,,,,False,True,True,4,,,,14418,383517,2058344,73103,3469029,2,10001,0.3,32,1590528,3184946,True,,,0,15,502,True,/data/spark-skew-data/skew32_rb256_p200_g4,,0,aqe,77,93,126,3670256,100728672,917665,2,13164,3291,1.0,5,0,/home/ubuntu/spark-skew/results/s11/s11_byt32_rb256_c4_m1500m_p200_aqe1_join_aqe_rep2_70c4c8,15106,0,True,byte,True,0,0,0,0,63560496,52802311,270972,4046116967,s11,592,188,228,585,15620,4046116967,10,20,join
s11_byt50_rb256_c4_m1500m_p200_aqe0_join_aqefalse_rep0,50.0,256,4,1500m,200,False,lz4,0,8.1,49.35207309183068,24.0,,,,,,False,False,False,0,,,,4757,292459,316900,57319,3094162,0,10001,0.3,32,1588548,3180980,True,,,0,7,152,True,/data/spark-skew-data/skew50_rb256_p200_g1,,0,aqefalse,200,63,226,986192,276889136,246548,1,0,0,1.0,3,0,/home/ubuntu/spark-skew/results/s11/s11_byt50_rb256_c4_m1500m_p200_aqe0_join_aqefalse_rep0_56445c,5067,0,True,byte,False,0,0,0,0,198937417,4030984.0,860396,1005182576,s11,528,22.0,34,220,5958,1005182576,10,20,join
s11_byt50_rb256_c4_m1500m_p200_aqe0_join_aqefalse_rep1,50.0,256,4,1500m,200,False,lz4,1,8.129,49.35207309183068,25.238095238095237,,,,,,False,False,False,0,,,,4704,312097,253160,56835,3088201,0,10001,0.3,32,1586592,3177063,True,,,0,8,152,True,/data/spark-skew-data/skew50_rb256_p200_g1,,0,aqefalse,200,65,226,985608,276889136,246402,2,0,0,1.0,3,0,/home/ubuntu/spark-skew/results/s11/s11_byt50_rb256_c4_m1500m_p200_aqe0_join_aqefalse_rep1_2042d9,4980,0,True,byte,False,0,0,0,0,198937417,4030984.0,860396,1005182576,s11,530,21.0,33,223,5864,1005182576,10,20,join
s11_byt50_rb256_c4_m1500m_p200_aqe1_join_aqetrue_rep0,50.0,256,4,1500m,200,True,lz4,0,7.879,3.178968299694408,2.271062271062271,,,,,,True,False,False,4,,,,4722,283398,100,53016,3029118,0,10001,0.3,32,1590596,3185082,True,,,0,16,142,True,/data/spark-skew-data/skew50_rb256_p200_g1,,0,aqetrue,15,63,41,983860,276889136,245965,1,0,0,1.0,5,0,/home/ubuntu/spark-skew/results/s11/s11_byt50_rb256_c4_m1500m_p200_aqe1_join_aqetrue_rep0_1770fb,5077,0,True,byte,False,0,0,0,0,198937417,62579239,860396,1005182576,s11,620,273,611,620,5217,1005182576,10,20,join
s11_byt50_rb256_c4_m1500m_p200_aqe1_join_aqetrue_rep1,50.0,256,4,1500m,200,True,lz4,1,7.734,3.178968299694408,1.8436363636363637,,,,,,True,False,False,4,,,,4207,268717,100,43879,2893271,1,10001,0.3,32,1593404,3190705,True,,,0,17,143,True,/data/spark-skew-data/skew50_rb256_p200_g1,,0,aqetrue,15,63,41,986768,276889136,246692,1,0,0,1.0,5,0,/home/ubuntu/spark-skew/results/s11/s11_byt50_rb256_c4_m1500m_p200_aqe1_join_aqetrue_rep1_07254c,4547,0,True,byte,False,0,0,0,0,198937417,62579239,860396,1005182576,s11,507,275,494,507,4689,1005182576,10,20,join
s11_byt8_rb256_c4_m1500m_p200_aqe0_join_aqefalse_rep0,8.0,256,4,1500m,200,False,lz4,0,7.765,7.812836290744424,9.541666666666666,,,,,,False,False,False,0,,,,4736,289094,96,45325,2982359,0,10001,0.3,32,1584071,3172015,True,,,0,9,123,True,/data/spark-skew-data/skew8_rb256_p200_g1,,0,aqefalse,200,63,226,987464,67174288,246866,1,0,0,1.0,3,0,/home/ubuntu/spark-skew/results/s11/s11_byt8_rb256_c4_m1500m_p200_aqe0_join_aqefalse_rep0_23dd83,4976,0,True,byte,False,0,0,0,0,37945020,4856753.5,163905,1007679408,s11,229,24.0,35,222,5848,1007679408,10,20,join
s11_byt8_rb256_c4_m1500m_p200_aqe0_join_aqefalse_rep1,8.0,256,4,1500m,200,False,lz4,1,7.936,7.812836290744424,10.833333333333334,,,,,,False,False,False,0,,,,4921,308816,266644,57253,3130751,1,10001,0.3,32,1585226,3174329,True,,,0,8,158,True,/data/spark-skew-data/skew8_rb256_p200_g1,,0,aqefalse,200,63,226,987508,67174288,246877,2,0,0,1.0,3,0,/home/ubuntu/spark-skew/results/s11/s11_byt8_rb256_c4_m1500m_p200_aqe0_join_aqefalse_rep1_aee4dc,5248,0,True,byte,False,0,0,0,0,37945020,4856753.5,163905,1007679408,s11,260,24.0,35,256,6150,1007679408,10,20,join
s11_byt8_rb256_c4_m1500m_p200_aqe0_join_bc_bc1_rep0,8.0,256,4,1500m,200,False,lz4,0,6.492,0,3.448421052631579,,,,,,False,False,False,0,,,,8600,277807,104,40655,3381475,0,10001,1.9,200,1588871,3181627,True,,,0,34,494,False,/data/spark-skew-data/skew8_rb256_p200_g4,,0,bc1,48,57,53,1928,4274312,482,2,0,0,1.0,2,0,/home/ubuntu/spark-skew/results/s11/s11_byt8_rb256_c4_m1500m_p200_aqe0_join_bc_bc1_rep0_d44870,12679,0,True,byte,False,0,0,0,0,0,0.0,0,0,s11,819,237.5,284,819,12968,0,10,20,join_bc
s11_byt8_rb256_c4_m1500m_p200_aqe0_join_bc_bc1_rep1,8.0,256,4,1500m,200,False,lz4,1,6.601,0,3.475,,,,,,False,False,False,0,,,,9002,277596,100,39557,3182173,0,10001,1.9,200,1590951,3185793,True,,,0,36,718,False,/data/spark-skew-data/skew8_rb256_p200_g4,,0,bc1,48,57,53,3448,4274312,862,3,32,8,1.0,2,0,/home/ubuntu/spark-skew/results/s11/s11_byt8_rb256_c4_m1500m_p200_aqe0_join_bc_bc1_rep1_df8ce9,13025,0,True,byte,False,0,0,0,0,0,0.0,0,0,s11,834,240.0,308,834,13350,0,10,20,join_bc
s11_byt8_rb256_c4_m1500m_p200_aqe0_join_bc_bc286_rep0,8.0,256,4,1500m,200,False,lz4,0,8.734,0,3.297180043383948,,,,,,False,False,False,0,,,,7774,272768,196,42309,3405378,0,1500000,286.1,200,1587800,3179482,True,,,0,13,276,False,/data/spark-skew-data/skew8_rb256_p200_g4,,0,bc286,48,67,53,29296,336000000,7324,4,0,0,1.0,2,0,/home/ubuntu/spark-skew/results/s11/s11_byt8_rb256_c4_m1500m_p200_aqe0_join_bc_bc286_rep0_25a6ff,12004,0,True,byte,False,0,0,0,0,0,0.0,0,0,s11,760,230.5,263,760,12313,0,10,20,join_bc
s11_byt8_rb256_c4_m1500m_p200_aqe0_join_bc_bc286_rep1,8.0,256,4,1500m,200,False,lz4,1,8.599,0,3.685185185185185,,,,,,False,False,False,0,,,,7879,276922,100,38663,3346240,0,1500000,286.1,200,1590619,3185128,True,,,0,15,280,False,/data/spark-skew-data/skew8_rb256_p200_g4,,0,bc286,48,65,53,29124,336000000,7281,3,0,0,1.0,2,0,/home/ubuntu/spark-skew/results/s11/s11_byt8_rb256_c4_m1500m_p200_aqe0_join_bc_bc286_rep1_bcadc2,11713,0,True,byte,False,0,0,0,0,0,0.0,0,0,s11,796,216.0,259,796,11965,0,10,20,join_bc
